omim_id	omim_title	omim_description	omim_phenotype	api_lethal_hits	phenotype	section_matched	search_term	gene_symbol	hgnc_id	phenotypes	mode_of_inheritance	needs_date_check	lethal_hit_phenotype_included	lethality_quote	lethality_category_hpo	evidence_from_proband	evidence_from_family_members	disease_gene_lethal	gene_lethal	gene_lethal_summary	all_lethality_categories	earliest_lethality_category	merged_earliest_lethality_category
614279	46,XY SEX REVERSAL 8	46XY sex reversal 8, 614279 (3)	46XY sex reversal 8	n	-	-	-	AKR1C2	HGNC:385	46XY sex reversal 8, 614279 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614292	MYOPIA, HIGH, WITH CATARACT AND VITREORETINAL DEGENERATION	Myopia, high, with cataract and vitreoretinal degeneration, 614292 (3)	Myopia, high, with cataract and vitreoretinal degeneration	n	-	-	-	P3H2	HGNC:19317	Myopia, high, with cataract and vitreoretinal degeneration, 614292 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614293	HYDATIDIFORM MOLE, RECURRENT, 2	Hydatidiform mole, recurrent, 2, 614293 (3)	Hydatidiform mole, recurrent, 2	y	HYDATIDIFORM MOLE, RECURRENT, 2; HYDM2	Description	death|deaths|miscarriage|miscarriages|pregnancy_loss|pregnancy_losses|stillbirth|stillbirths	KHDC3L	HGNC:33699	Hydatidiform mole, recurrent, 2, 614293 (3), Autosomal recessive	Autosomal recessive	y	y	[Other pregnancy losses in this condition include partial hydatidiform mole, stillbirths, ectopic pregnancies, early neonatal deaths, and miscarriages, some of which may be undiagnosed molar pregnancies. Normal pregnancies are extremely rare in families with this condition]	L1	y	-	lethal	lethal	lethal	L1	L1	pre-infant-lethal
614296	WOLFRAM-LIKE SYNDROME, AUTOSOMAL DOMINANT	Wolfram-like syndrome, autosomal dominant, 614296 (3)	Wolfram-like syndrome, autosomal dominant	n	-	-	-	WFS1	HGNC:12762	Wolfram-like syndrome, autosomal dominant, 614296 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	L6	L6	post-infant-lethal
614298	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4	Neurodegeneration with brain iron accumulation 4, 614298 (3)	Neurodegeneration with brain iron accumulation 4	y	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4; NBIA4	Clinical Features	death|deaths|died	C19orf12	HGNC:25443	Neurodegeneration with brain iron accumulation 4, 614298 (3), Autosomal dominant, Autosomal recessive	Autosomal dominant, Autosomal recessive	y	y	[Dogu et al. (2013) reported 3 affected individuals from 2 unrelated consanguineous Turkish families with NBIA4. All patients had a relatively late onset of the disorder, between 25 and 29 years of age, and 2 showed very rapid progression leading to death 12 and 36 months after admission, respectively]	L6	y	-	lethal	lethal	lethal	L6	L6	post-infant-lethal
614299	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2 WITH HYPERGLYCINEMIA	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia, 614299 (3)	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	y	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2 WITH HYPERGLYCINEMIA; MMDS2	Description|Clinical Features|Clinical Synopsis	die|died|death|deaths	BOLA3	HGNC:24415	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia, 614299 (3), Autosomal recessive	Autosomal recessive	y	y	[Baker et al. (2014) reported 3 unrelated children with a severe metabolic disorder resulting in neurologic dysfunction. The patients were of Caucasian, Indian, and African American descent, respectively. All had normal development in early infancy, but then showed regression in motor skills with loss of head control and severe hypotonia beginning between 6 and 8 months of age. Two had seizures, 2 had optic atrophy with poor vision, and 2 had spasticity with abnormal movements. All developed hypertrophic cardiomyopathy. The patients died at ages 7 months, 22 months, and 11 years]	L3	y	-	lethal	lethal	lethal	L3	L3	pre-infant-lethal
614300	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY	Hypermethioninemia due to adenosine kinase deficiency, 614300 (3)	Hypermethioninemia due to adenosine kinase deficiency	y	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY	Clinical Features	died	ADK	HGNC:257	Hypermethioninemia due to adenosine kinase deficiency, 614300 (3), Autosomal recessive	Autosomal recessive	n	y	[Bjursell et al. (2011) reported 2 Swedish sibs with severe developmental delay, mild liver dysfunction, and hypermethioninemia. Both had failure to thrive in the neonatal period and later showed hypotonia, profound psychomotor delay, and liver dysfunction. Both developed seizures before age 3 years. Dysmorphic features included macrocephaly, frontal bossing, hypertelorism, and slender hands and feet. During childhood, both had sparse or absent language and slowly progressive muscular weakness and wasting. EEG showed slow background activity with diffuse multifocal discharges in some instances and abundant spike slow-wave complexes of high amplitude at other times. The girl died during sleep at 10 years of age]	L5	y	-	lethal	lethal	lethal	L5	L5	post-infant-lethal
614302	EMERY-DREIFUSS MUSCULAR DYSTROPHY 7, AUTOSOMAL DOMINANT	Emery-Dreifuss muscular dystrophy 7, AD, 614302 (3)	Emery-Dreifuss muscular dystrophy 7, AD	y	EMERY-DREIFUSS MUSCULAR DYSTROPHY 7, AUTOSOMAL DOMINANT; EDMD7	Clinical Features	died	TMEM43	HGNC:28472	Emery-Dreifuss muscular dystrophy 7, AD, 614302 (3), Autosomal dominant	Autosomal dominant	n	y	[Liang et al. (2011) reported 2 unrelated Japanese patients with adult-onset Emery-Dreifuss muscular dystrophy. The first patient was a 40-year-old man who was diagnosed with typical clinical EDMD with limb-girdle type muscular dystrophy with cardiac conduction defects and muscle biopsy that showed marked fiber size variation with scattered internal nuclei. He died soon after, and no other medical records were available]	L6	y	-	lethal	lethal|nonlethal	lethal|nonlethal	L6|LU	L6	post-infant-lethal
614305	SCLEROSTEOSIS 2	Sclerosteosis 2, 614305 (3)	Sclerosteosis 2	n	-	-	-	LRP4	HGNC:6696	Sclerosteosis 2, 614305 (3), Autosomal dominant, Autosomal recessive	Autosomal dominant, Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614306	COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA	Cognitive impairment with or without cerebellar ataxia, 614306 (3)	Cognitive impairment with or without cerebellar ataxia	n	-	-	-	SCN8A	HGNC:10596	Cognitive impairment with or without cerebellar ataxia, 614306 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	L5	L5	post-infant-lethal
614307	ALPHA-METHYLACYL-CoA RACEMASE DEFICIENCY	Alpha-methylacyl-CoA racemase deficiency, 614307 (3)	Alpha-methylacyl-CoA racemase deficiency	n	-	-	-	AMACR	HGNC:451	Alpha-methylacyl-CoA racemase deficiency, 614307 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	L3	L3	pre-infant-lethal
614321	MYOPATHY, DISTAL, TATEYAMA TYPE	Myopathy, distal, Tateyama type, 614321 (3)	Myopathy, distal, Tateyama type	n	-	-	-	CAV3	HGNC:1529	Myopathy, distal, Tateyama type, 614321 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	LU	LU	post-infant-lethal
614322	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 12	Spinocerebellar ataxia, autosomal recessive 12, 614322 (3)	Spinocerebellar ataxia, autosomal recessive 12	n	-	-	-	WWOX	HGNC:12799	Spinocerebellar ataxia, autosomal recessive 12, 614322 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	L3	L3	pre-infant-lethal
614324	OVARIAN DYSGENESIS 3	Ovarian dysgenesis 3, 614324 (3)	Ovarian dysgenesis 3	n	-	-	-	PSMC3IP	HGNC:17928	Ovarian dysgenesis 3, 614324 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614325	PITT-HOPKINS-LIKE SYNDROME 2	Pitt-Hopkins-like syndrome 2, 614325 (3)	Pitt-Hopkins-like syndrome 2	n	-	-	-	NRXN1	HGNC:8008	Pitt-Hopkins-like syndrome 2, 614325 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614327	TUMOR PREDISPOSITION SYNDROME 1	Tumor predisposition syndrome 1, 614327 (3)	Tumor predisposition syndrome 1	n	-	-	-	BAP1	HGNC:950	Tumor predisposition syndrome 1, 614327 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614331	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6	Colorectal cancer, hereditary nonpolyposis, type 6, 614331 (3)	Colorectal cancer, hereditary nonpolyposis, type 6	n	-	-	-	TGFBR2	HGNC:11773	Colorectal cancer, hereditary nonpolyposis, type 6, 614331 (3)	-	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	L4	L4	post-infant-lethal
614335	ARTHROGRYPOSIS, DISTAL, TYPE 1B	Arthrogryposis, distal, type 1B, 614335 (3)	Arthrogryposis, distal, type 1B	n	-	-	-	MYBPC1	HGNC:7549	Arthrogryposis, distal, type 1B, 614335 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	L2	L2	pre-infant-lethal
614337	LYNCH SYNDROME 4	Lynch syndrome 4, 614337 (3)	Lynch syndrome 4	y	LYNCH SYNDROME 4; LYNCH4	Clinical Features	died	PMS2	HGNC:9122	Lynch syndrome 4, 614337 (3)	-	y	y	[died of metastatic esophageal adenocarcinoma]	L6	y	-	lethal	lethal	lethal	L4|L6	L4	post-infant-lethal
614340	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 27	Intellectual developmental disorder, autosomal recessive 27, 614340 (3)	Intellectual developmental disorder, autosomal recessive 27	n	-	-	-	LINS1	HGNC:30922	Intellectual developmental disorder, autosomal recessive 27, 614340 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614350	LYNCH SYNDROME 5	Lynch syndrome 5, 614350 (3)	Lynch syndrome 5	y	LYNCH SYNDROME 5; LYNCH5	Clinical Features	died	MSH6	HGNC:7329	Lynch syndrome 5, 614350 (3), Autosomal dominant	Autosomal dominant	y	y	[The father died of colon cancer at the age of 83 years and her paternal grandmother died of endometrial cancer at the age of 69 years]	L6	n	y	lethal	lethal	lethal	L4|L6	L4	post-infant-lethal
614370	SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 5	Surfactant metabolism dysfunction, pulmonary, 5, 614370 (3)	Surfactant metabolism dysfunction, pulmonary, 5	n	-	-	-	CSF2RB	HGNC:2436	Surfactant metabolism dysfunction, pulmonary, 5, 614370 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614376	SHORT-RIB THORACIC DYSPLASIA 5 WITH OR WITHOUT POLYDACTYLY	Short-rib thoracic dysplasia 5 with or without polydactyly, 614376 (3)	Short-rib thoracic dysplasia 5 with or without polydactyly	y	SHORT-RIB THORACIC DYSPLASIA 5 WITH OR WITHOUT POLYDACTYLY; SRTD5	Description	lethal	WDR19	HGNC:18340	Short-rib thoracic dysplasia 5 with or without polydactyly, 614376 (3), Autosomal recessive	Autosomal recessive	y	y	[Some forms of SRTD are lethal in the neonatal period]	L2	y	-	lethal	lethal|nonlethal	lethal|nonlethal	L2	L2	pre-infant-lethal
614377	NEPHRONOPHTHISIS 13	Nephronophthisis 13, 614377 (3)	Nephronophthisis 13	n	-	-	-	WDR19	HGNC:18340	Nephronophthisis 13, 614377 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	L2	L2	pre-infant-lethal
614378	CRANIOECTODERMAL DYSPLASIA 4	Cranioectodermal dysplasia 4, 614378 (3)	Cranioectodermal dysplasia 4	n	-	-	-	WDR19	HGNC:18340	Cranioectodermal dysplasia 4, 614378 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	L2	L2	pre-infant-lethal
614379	COMPLEMENT COMPONENT 4B DEFICIENCY	C4B deficiency, 614379 (3)	C4B deficiency	n	-	-	-	C4B	HGNC:1324	C4B deficiency, 614379 (3)	-	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614380	COMPLEMENT COMPONENT 4A DEFICIENCY	C4a deficiency, 614380 (3)	C4a deficiency	n	-	-	-	C4A	HGNC:1323	C4a deficiency, 614380 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614381	LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism, 614381 (3)	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	n	-	-	-	POLR3B	HGNC:30348	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism, 614381 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614385	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 7	Colorectal cancer, hereditary nonpolyposis, type 7, 614385 (3)	Colorectal cancer, hereditary nonpolyposis, type 7	n	-	-	-	MLH3	HGNC:7128	Colorectal cancer, hereditary nonpolyposis, type 7, 614385 (3)	-	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614388	ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 1	Encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1, 614388 (3)	Encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1	y	ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 1; EMPF1	Description|Clinical Features|Phenotype	death|deaths|died|lethal	DNM1L	HGNC:2973	Encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1, 614388 (3), Autosomal dominant, Autosomal recessive	Autosomal dominant, Autosomal recessive	y	y	[Yoon et al. (2016) reported 2 infant sibs, born of unrelated Filipino parents with EMPF resulting in death in infancy. Both presented at birth with profound hypotonia, absent respiratory effort, no spontaneous movements, and absent deep tendon reflexes. Brain imaging was normal in 1 infant, whereas it showed a profound hypoxic-ischemic insult in the other. Laboratory studies did not show increased serum lactate or biochemical evidence of a peroxisomal disorder. The patients died at ages 8 days and 3 weeks]	L2	y	-	lethal	lethal|nonlethal	lethal|nonlethal	L2	L2	pre-infant-lethal
614399	CONGENITAL MYOPATHY 10A, SEVERE VARIANT	Congenital myopathy 10A, severe variant, 614399 (3)	Congenital myopathy 10A, severe variant	y	CONGENITAL MYOPATHY 10A, SEVERE VARIANT; CMYP10A	Description|Clinical Features|Clinical Synopsis	die|died|death|deaths	MEGF10	HGNC:29634	Congenital myopathy 10A, severe variant, 614399 (3), Autosomal recessive	Autosomal recessive	y	y	[Death may occur in childhood due to respiratory failure]	L4	y	-	lethal	lethal	lethal	L4|L5	L4	post-infant-lethal
614409	SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSIVE	Spastic paraplegia 46, autosomal recessive, 614409 (3)	Spastic paraplegia 46, autosomal recessive	n	-	-	-	GBA2	HGNC:18986	Spastic paraplegia 46, autosomal recessive, 614409 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614416	RADIOHUMERAL FUSIONS WITH OTHER SKELETAL AND CRANIOFACIAL ANOMALIES	Craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies, 614416 (3)	Craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies	y	RADIOHUMERAL FUSIONS WITH OTHER SKELETAL AND CRANIOFACIAL ANOMALIES; RHFCA	Clinical Features	death|deaths|died	CYP26B1	HGNC:20581	Craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies, 614416 (3)	-	n	y	[Laue et al. (2011) reported 3 sibs and an unrelated Turkish patient with craniosynostosis and multiple skeletal anomalies. The 3 sibs, born to first-cousin parents, exhibited occipital encephalocele, radiohumeral fusions, oligodactyly, advanced osseous maturation, and calvarial mineralization defects. The proband presented as a fetal death in utero at 35 weeks' gestation; the pregnancies of his sibs were terminated at 15 and 12 weeks' gestation after ultrasonography showed them to be affected]	L1	y	-	lethal	lethal	lethal	L1	L1	pre-infant-lethal
614417	EPILEPSY, FAMILIAL TEMPORAL LOBE, 5	Epilepsy, familial temporal lobe, 5, 614417 (3)	Epilepsy, familial temporal lobe, 5	n	-	-	-	CPA6	HGNC:17245	Epilepsy, familial temporal lobe, 5, 614417 (3), Autosomal dominant, Autosomal recessive	Autosomal dominant, Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614418	FEBRILE SEIZURES, FAMILIAL, 11	Febrile seizures, familial, 11, 614418 (3)	Febrile seizures, familial, 11	n	-	-	-	CPA6	HGNC:17245	Febrile seizures, familial, 11, 614418 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614419	ASPARTATE AMINOTRANSFERASE, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1	Aspartate aminotransferase, serum level of, QTL1, 614419 (3)	Aspartate aminotransferase, serum level of, QTL1	n	-	-	-	GOT1	HGNC:4432	Aspartate aminotransferase, serum level of, QTL1, 614419 (3)	-	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614420	SYSTEMIC LUPUS ERYTHEMATOSUS 16	Systemic lupus erythematosus 16, 614420 (3)	Systemic lupus erythematosus 16	n	-	-	-	DNASE1L3	HGNC:2959	Systemic lupus erythematosus 16, 614420 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614424	JOUBERT SYNDROME 14	Joubert syndrome 14, 614424 (3)	Joubert syndrome 14	y	JOUBERT SYNDROME 14; JBTS14	Clinical Features|Clinical Synopsis	died|death|deaths	TMEM237	HGNC:14432	Joubert syndrome 14, 614424 (3), Autosomal recessive	Autosomal recessive	y	y	[Death often occurs in the first decade]	L4	y	-	lethal	lethal	lethal	L4	L4	post-infant-lethal
614429	VENTRICULAR SEPTAL DEFECT 1	Ventricular septal defect 1, 614429 (3)	Ventricular septal defect 1	y	VENTRICULAR SEPTAL DEFECT 1; VSD1	Description	death|deaths	GATA4	HGNC:4173	Ventricular septal defect 1, 614429 (3), Autosomal dominant	Autosomal dominant	n	y	[Large VSDs that go unrepaired may give rise to cardiac enlargement, congestive heart failure, pulmonary hypertension, Eisenmenger's syndrome, delayed fetal brain development, arrhythmias, and even sudden cardiac death (summary by Wang et al. (2011, 2011))]	LU	y	-	lethal	lethal|nonlethal	lethal|nonlethal	LU	LU	post-infant-lethal
614430	ATRIOVENTRICULAR SEPTAL DEFECT 4	Atrioventricular septal defect 4, 614430 (3)	Atrioventricular septal defect 4	n	-	-	-	GATA4	HGNC:4173	Atrioventricular septal defect 4, 614430 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	LU	LU	post-infant-lethal
614431	VENTRICULAR SEPTAL DEFECT 2	Ventricular septal defect 2, 614431 (3)	Ventricular septal defect 2	y	VENTRICULAR SEPTAL DEFECT 2; VSD2	Description	death|deaths	CITED2	HGNC:1987	Ventricular septal defect 2, 614431 (3), Autosomal dominant	Autosomal dominant	n	y	[Large VSDs that go unrepaired may give rise to cardiac enlargement, congestive heart failure, pulmonary hypertension, Eisenmenger's syndrome, delayed fetal brain development, arrhythmias, and even sudden cardiac death (summary by Wang et al. (2011, 2011))]	LU	y	-	lethal	lethal|nonlethal	lethal|nonlethal	LU	LU	post-infant-lethal
614432	VENTRICULAR SEPTAL DEFECT 3	Ventricular septal defect 3, 614432 (3)	Ventricular septal defect 3	y	VENTRICULAR SEPTAL DEFECT 3; VSD3	Description	death|deaths	NKX2-5	HGNC:2488	Ventricular septal defect 3, 614432 (3), Autosomal dominant	Autosomal dominant	n	y	[Large VSDs that go unrepaired may give rise to cardiac enlargement, congestive heart failure, pulmonary hypertension, Eisenmenger's syndrome, delayed fetal brain development, arrhythmias, and even sudden cardiac death (summary by Wang et al. (2011, 2011))]	LU	y	-	lethal	ambiguous|lethal|nonlethal	lethal|nonlethal	LU	LU	post-infant-lethal
614433	ATRIAL SEPTAL DEFECT 8	Atrial septal defect 8, 614433 (3)	Atrial septal defect 8	n	-	-	-	CITED2	HGNC:1987	Atrial septal defect 8, 614433 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	LU	LU	post-infant-lethal
614435	HYPOPLASTIC LEFT HEART SYNDROME 2	Hypoplastic left heart syndrome 2, 614435 (3)	Hypoplastic left heart syndrome 2	n	-	-	-	NKX2-5	HGNC:2488	Hypoplastic left heart syndrome 2, 614435 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	ambiguous|lethal|nonlethal	lethal|nonlethal	LU	LU	post-infant-lethal
614436	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P	Charcot-Marie-Tooth disease, axonal, type 2P, 614436 (3)	Charcot-Marie-Tooth disease, axonal, type 2P	n	-	-	-	LRSAM1	HGNC:25135	Charcot-Marie-Tooth disease, axonal, type 2P, 614436 (3), Autosomal dominant, Autosomal recessive	Autosomal dominant, Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614437	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB	Cutis laxa, autosomal recessive, type IB, 614437 (3)	Cutis laxa, autosomal recessive, type IB	y	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB; ARCL1B	Clinical Features|Phenotype	death|deaths|died|lethal	EFEMP2	HGNC:3219	Cutis laxa, autosomal recessive, type IB, 614437 (3), Autosomal recessive	Autosomal recessive	n	y	[Hoyer et al. (2009) reported the third case of cutis laxa due to FBLN4 mutation (604633.0004). The patient was an infant girl who was born of consanguineous Iraqi parents, from a pregnancy remarkable for fetal overgrowth and oligohydramnios, and who died immediately after birth with extreme bradycardia]	L2	y	-	lethal	lethal	lethal	L2	L2	pre-infant-lethal
614438	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIB	Cutis laxa, autosomal recessive, type IIIB, 614438 (3)	Cutis laxa, autosomal recessive, type IIIB	n	-	-	-	PYCR1	HGNC:9721	Cutis laxa, autosomal recessive, type IIIB, 614438 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614441	HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 2	Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)	Hypertrophic osteoarthropathy, primary, autosomal recessive 2	n	-	-	-	SLCO2A1	HGNC:10955	Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614450	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6	Hypothyroidism, congenital, nongoitrous, 6, 614450 (3)	Hypothyroidism, congenital, nongoitrous, 6	n	-	-	-	THRA	HGNC:11796	Hypothyroidism, congenital, nongoitrous, 6, 614450 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614455	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE E	Charcot-Marie-Tooth disease, dominant intermediate E, 614455 (3)	Charcot-Marie-Tooth disease, dominant intermediate E	n	-	-	-	INF2	HGNC:23791	Charcot-Marie-Tooth disease, dominant intermediate E, 614455 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
614457	ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND IMPAIRED INTELLECTUAL DEVELOPMENT	Ichthyosis, spastic quadriplegia, and impaired intellectual development, 614457 (3)	Ichthyosis, spastic quadriplegia, and impaired intellectual development	y	ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND IMPAIRED INTELLECTUAL DEVELOPMENT; ISQMR	Clinical Features	died	ELOVL4	HGNC:14415	Ichthyosis, spastic quadriplegia, and impaired intellectual development, 614457 (3), Autosomal recessive	Autosomal recessive	y	y	[similarly affected sib died at 6 months of age.]	L3	y	-	lethal	lethal|nonlethal	lethal|nonlethal	L3	L3	pre-infant-lethal
614458	THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (EPISODIC ENCEPHALOPATHY TYPE)	Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type), 614458 (3)	Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type)	y	THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (EPISODIC ENCEPHALOPATHY TYPE); THMD5	Clinical Features	died	TPK1	HGNC:17358	Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type), 614458 (3), Autosomal recessive	Autosomal recessive	y	y	[Mayr et al. (2011) reported 5 individuals from 3 unrelated families with variable manifestations of thiamine pyrophosphokinase deficiency. Two sisters had the most severe phenotype compared to the other patients. The older sister showed developmental delay from the first year of life, and lost the ability to walk after an infection-induced encephalopathic episode at age 15 months. During this episode, she had increased serum and CSF lactate. She started to walk again at 3 years of age, but continued to show muscular hypotonia and delayed psychomotor development. She had 2 further crises with encephalopathy and lactic acidosis triggered by viral infections, and died during the last crisis at the age of 8.5 years. Her sister had normal development until 18 months when she developed recurrent encephalopathic episodes associated with mildly increased CSF lactate and resulting in gait and truncal ataxia, dystonia, and eventual loss of ability to walk. She died at the age of 3.5 years during a viral infection. Both girls showed episodic increased urinary alpha-ketoglutaric acid]	L4	y	-	lethal	lethal	lethal	L4	L4	post-infant-lethal
614462	HYPERGLYCINEMIA, LACTIC ACIDOSIS, AND SEIZURES	Hyperglycinemia, lactic acidosis, and seizures, 614462 (3)	Hyperglycinemia, lactic acidosis, and seizures	y	HYPERGLYCINEMIA, LACTIC ACIDOSIS, AND SEIZURES; HGCLAS	Description|Clinical Features	death|deaths|died	LIAS	HGNC:16429	Hyperglycinemia, lactic acidosis, and seizures, 614462 (3), Autosomal recessive	Autosomal recessive	y	y	[Baker et al. (2014) reported 2 unrelated children who presented in the first days of life with hypotonia and seizures. A Somalian girl, born of consanguineous parents, had a severe disease course with failure to thrive, microcephaly, severe psychomotor retardation, myoclonus, and spasticity resulting in death at 2 years 8 months of age. Brain imaging showed cerebral atrophy of the cortex and white matter, as well as multiple signal abnormalities in the subcortical and cerebellar regions. The other child, a boy born of unrelated Turkish parents, responded to antiseizure medication and had his last seizure at age 12 years, but had delayed psychomotor development. His sister presented at birth with hypotonia and seizures, and died at age 7 months / Baker et al. (2014) reported 2 unrelated children who presented in the first days of life with hypotonia and seizures. A Somalian girl, born of consanguineous parents, had a severe disease course with failure to thrive, microcephaly, severe psychomotor retardation, myoclonus, and spasticity resulting in death at 2 years 8 months of age]	L3	y	y	lethal	lethal	lethal	L3	L3	pre-infant-lethal
